season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2017,1,MI,14,10,4,20
2017,2,RPS,14,9,5,18
2017,3,SRH,14,8,5,17
2017,4,KKR,14,8,6,16
2017,5,PKBS,14,7,7,14
2017,6,DC,14,6,8,12
2017,7,GL,14,4,10,8
2017,8,RCB,14,3,10,7
