season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2011,1,RR,14,9,4,19
2011,2,CSK,14,9,5,18
2011,3,MI,14,9,5,18
2011,4,KKR,14,8,6,16
2011,5,PBKS,14,7,7,14
2011,6,RR,14,6,7,13
2011,7,DCH,14,6,8,12
2011,8,KTK,14,6,8,12
2011,9,PW,14,4,9,9
2011,10,DC,14,4,9,9
