season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2010,1,MI,14,10,4,20
2010,2,DCH,14,8,6,16
2010,3,CSK,14,7,7,14
2010,4,RCB,14,7,7,14
2010,5,DC,14,7,7,14
2010,6,KKR,14,7,7,14
2010,7,RR,14,6,8,12
2010,8,PKBS,14,4,10,8
