season,match_name,fullName,overs,conceded,wickets,economyRate
2016,MI v RPS,RP Singh,3,30,1,10
2016,MI v RPS,Ishant Sharma,4,36,2,9
2016,MI v RPS,Mitchell Marsh,4,21,2,5.25
2016,MI v RPS,Rajat Bhatia,4,10,1,2.5
2016,MI v RPS,Murugan Ashwin,4,16,1,4
2016,MI v RPS,Ravichandran Ashwin,1,7,1,7
2016,MI v RPS,Mitchell McClenaghan,3,27,0,9
2016,MI v RPS,Jasprit Bumrah,3,30,0,10
2016,MI v RPS,Vinay Kumar,2,14,0,7
2016,MI v RPS,Shreyas Gopal,3,18,0,6
2016,MI v RPS,Harbhajan Singh,3,24,1,8
2016,MI v RPS,Hardik Pandya,0.4,12,0,18
2016,KKR v DC,Andre Russell,3,24,3,8
2016,KKR v DC,Umesh Yadav,3,21,0,7
2016,KKR v DC,John Hastings,2.4,6,2,2.25
2016,KKR v DC,Colin Munro,1,7,0,7
2016,KKR v DC,Brad Hogg,4,19,3,4.75
2016,KKR v DC,Piyush Chawla,4,21,2,5.25
2016,KKR v DC,Nathan Coulter-Nile,4,32,0,8
2016,KKR v DC,Zaheer Khan,2.1,24,0,11.07
2016,KKR v DC,Chris Morris,4,21,0,5.25
2016,KKR v DC,Carlos Brathwaite,2,9,0,4.5
2016,KKR v DC,Amit Mishra,2,11,1,5.5
2016,KXIP v GL,Praveen Kumar,4,25,0,6.25
2016,KXIP v GL,Pradeep Sangwan,2,21,0,10.5
2016,KXIP v GL,James Faulkner,4,39,0,9.75
2016,KXIP v GL,Sarabjit Ladda,2,21,0,10.5
2016,KXIP v GL,Ravindra Jadeja,4,30,2,7.5
2016,KXIP v GL,Dwayne Bravo,4,22,4,5.5
2016,KXIP v GL,Sandeep Sharma,3,21,1,7
2016,KXIP v GL,Mitchell Johnson,4,35,1,8.75
2016,KXIP v GL,Mohit Sharma,2.4,24,0,9
2016,KXIP v GL,Marcus Stoinis,2,27,1,13.5
2016,KXIP v GL,Axar Patel,2,17,0,8.5
2016,KXIP v GL,Pardeep Sahu,4,35,1,8.75
2016,RCB v SRH,Ashish Nehra,2.1,21,0,9.69
2016,RCB v SRH,Bhuvneshwar Kumar,4,55,2,13.75
2016,RCB v SRH,Mustafizur Rahman,4,26,2,6.5
2016,RCB v SRH,Moises Henriques,4,41,0,10.25
2016,RCB v SRH,Karn Sharma,4,57,0,14.25
2016,RCB v SRH,Ashish Reddy,1.5,25,0,13.63
2016,RCB v SRH,Adam Milne,4,43,1,10.75
2016,RCB v SRH,Shane Watson,4,30,2,7.5
2016,RCB v SRH,Parvez Rasool,4,31,1,7.75
2016,RCB v SRH,Harshal Patel,4,33,0,8.25
2016,RCB v SRH,Yuzvendra Chahal,4,43,2,10.75
2016,KKR v MI,Tim Southee,4,43,0,10.75
2016,KKR v MI,Jasprit Bumrah,4,32,0,8
2016,KKR v MI,Mitchell McClenaghan,4,25,2,6.25
2016,KKR v MI,Hardik Pandya,2,22,1,11
2016,KKR v MI,Harbhajan Singh,4,31,1,7.75
2016,KKR v MI,Jagadeesha Suchith,2,31,0,15.5
2016,KKR v MI,Andre Russell,4,52,1,13
2016,KKR v MI,John Hastings,4,31,0,7.75
2016,KKR v MI,Brad Hogg,4,37,0,9.25
2016,KKR v MI,Piyush Chawla,3.1,29,1,9.15
2016,KKR v MI,Kuldeep Yadav,4,37,1,9.25
2016,GL v RPS,Praveen Kumar,2,12,0,6
2016,GL v RPS,Shadab Jakati,4,40,0,10
2016,GL v RPS,Pravin Tambe,4,33,2,8.25
2016,GL v RPS,Dwayne Bravo,4,43,1,10.75
2016,GL v RPS,Ravindra Jadeja,4,18,2,4.5
2016,GL v RPS,James Faulkner,2,15,0,7.5
2016,GL v RPS,RP Singh,2,21,0,10.5
2016,GL v RPS,Ishant Sharma,4,39,1,9.75
2016,GL v RPS,Ravichandran Ashwin,4,26,0,6.5
2016,GL v RPS,Murugan Ashwin,4,31,2,7.75
2016,GL v RPS,Rajat Bhatia,3,30,0,10
2016,GL v RPS,Mitchell Marsh,1,10,0,10
2016,DC v KXIP,Zaheer Khan,4,14,1,3.5
