season,match_name,fullName,overs,conceded,wickets,economyRate
2008,RCB v KKR,Praveen Kumar,4,38,0,9.5
2008,RCB v KKR,Zaheer Khan,4,38,1,9.5
2008,RCB v KKR,Ashley Noffke,4,40,1,10
2008,RCB v KKR,Jacques Kallis,4,48,1,12
2008,RCB v KKR,Sunil Joshi,3,26,0,8.66
2008,RCB v KKR,Cameron White,1,24,0,24
2008,RCB v KKR,Ashok Dinda,3,9,2,3
2008,RCB v KKR,Ishant Sharma,3,7,1,2.33
2008,RCB v KKR,Ajit Agarkar,4,25,3,6.25
2008,RCB v KKR,Sourav Ganguly,4,21,2,5.25
2008,RCB v KKR,Laxmi Shukla,1.1,12,1,10.28
2008,KXIP v CSK,Brett Lee,4,35,1,8.75
2008,KXIP v CSK,Sreesanth,3,35,0,11.66
2008,KXIP v CSK,James Hopes,4,53,1,13.25
2008,KXIP v CSK,Irfan Pathan,4,47,2,11.75
2008,KXIP v CSK,Karan Goel,2,25,0,12.5
2008,KXIP v CSK,Piyush Chawla,1,19,0,19
2008,KXIP v CSK,Wilkin Mota,2,24,1,12
2008,KXIP v CSK,Jacob Oram,4,37,0,9.25
2008,KXIP v CSK,Manpreet Gony,4,42,1,10.5
2008,KXIP v CSK,Muttiah Muralitharan,4,33,1,8.25
2008,KXIP v CSK,Palani  Amarnath,4,42,1,10.5
2008,KXIP v CSK,Joginder Sharma,4,47,1,11.75
2008,DC v RR,Glenn McGrath,4,21,1,5.25
2008,DC v RR,Brett Geeves,4,41,0,10.25
2008,DC v RR,Farveez Maharoof,4,11,2,2.75
2008,DC v RR,Rajat Bhatia,4,17,2,4.25
2008,DC v RR,Daniel Vettori,4,35,1,8.75
2008,DC v RR,Munaf Patel,3,25,0,8.33
2008,DC v RR,Shane Watson,4,31,1,7.75
2008,DC v RR,Siddharth Trivedi,3,32,0,10.66
2008,DC v RR,Shane Warne,2,16,0,8
2008,DC v RR,Yusuf Pathan,2.1,17,0,7.84
2008,DC v RR,Dinesh Salunkhe,1,11,0,11
2008,KKR v DC,Ashok Dinda,3,18,1,6
2008,KKR v DC,Ishant Sharma,3,9,1,3
2008,KKR v DC,Ajit Agarkar,2,19,2,9.5
2008,KKR v DC,Murali Kartik,3.4,17,3,4.63
2008,KKR v DC,Mohammad Hafeez,4,8,1,2
2008,KKR v DC,David Hussey,3,35,1,11.66
2008,KKR v DC,Chaminda Vaas,3,9,2,3
2008,KKR v DC,RP Singh,3,15,1,5
2008,KKR v DC,Scott Styris,4,19,0,4.75
2008,KKR v DC,Sanjay Bangar,3,19,0,6.33
2008,KKR v DC,Andrew Symonds,2,20,0,10
2008,KKR v DC,Pragyan Ojha,4,18,2,4.5
2008,MI v RCB,Praveen Kumar,4,29,1,7.25
2008,MI v RCB,Zaheer Khan,4,17,2,4.25
2008,MI v RCB,Jacques Kallis,3,43,0,14.33
2008,MI v RCB,Vinay Kumar,4,41,0,10.25
2008,MI v RCB,Balachandra Akhil,3,17,2,5.66
2008,MI v RCB,Sunil Joshi,2,10,0,5
2008,MI v RCB,Ashish Nehra,4,45,1,11.25
2008,MI v RCB,Shaun Pollock,4,17,0,4.25
2008,MI v RCB,Dhawal Kulkarni,2.4,19,1,7.12
2008,MI v RCB,Sanath Jayasuriya,4,39,1,9.75
2008,MI v RCB,Harbhajan Singh,4,36,2,9
2008,MI v RCB,Abhishek Nayar,1,10,0,10
2008,RR v KXIP,Munaf Patel,4,36,1,9
2008,RR v KXIP,Shane Watson,4,39,0,9.75
2008,RR v KXIP,Siddharth Trivedi,4,25,2,6.25
2008,RR v KXIP,Shane Warne,4,19,3,4.75
2008,RR v KXIP,Dinesh Salunkhe,2,21,1,10.5
2008,RR v KXIP,Pankaj Singh,1,12,0,12
2008,RR v KXIP,Yusuf Pathan,1,13,0,13
2008,RR v KXIP,Brett Lee,4,35,1,8.75
2008,RR v KXIP,Sreesanth,3.1,38,1,12
2008,RR v KXIP,James Hopes,4,33,1,8.25
2008,RR v KXIP,Irfan Pathan,4,21,1,5.25
2008,RR v KXIP,Piyush Chawla,2,27,0,13.5
2008,RR v KXIP,Wilkin Mota,1,12,0,12
2008,SRH v DC,Glenn McGrath,4,22,0,5.5
2008,SRH v DC,Mohammad Asif,4,19,2,4.75
2008,SRH v DC,Farveez Maharoof,4,36,2,9
2008,SRH v DC,Yo Mahesh,4,35,1,8.75
2008,SRH v DC,Rajat Bhatia,4,27,2,6.75
2008,SRH v DC,Chaminda Vaas,3,22,0,7.33
2008,SRH v DC,RP Singh,3,27,1,9
2008,SRH v DC,Sanjay Bangar,2,30,0,15
2008,SRH v DC,Shahid Afridi,2,17,0,8.5
2008,SRH v DC,Andrew Symonds,2,35,0,17.5
2008,SRH v DC,Pragyan Ojha,1,7,0,7
2008,CSK v MI,Shaun Pollock,3,32,0,10.66
2008,CSK v MI,Ashish Nehra,4,35,1,8.75
2008,CSK v MI,Dhawal Kulkarni,3,25,1,8.33
2008,CSK v MI,Harbhajan Singh,2,14,0,7
2008,CSK v MI,Dwayne Bravo,3,36,0,12
2008,CSK v MI,Vikrant Yeligati,1,16,0,16
2008,CSK v MI,Abhishek Nayar,1,14,0,14
2008,CSK v MI,Musavir Khote,3,29,2,9.66
2008,CSK v MI,Jacob Oram,4,53,0,13.25
2008,CSK v MI,Manpreet Gony,4,18,1,4.5
2008,CSK v MI,Joginder Sharma,4,29,2,7.25
