season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2022,1,GT,14,10,4,20
2022,2,RR,14,9,5,18
2022,3,LSG,14,9,5,18
2022,4,RCB,14,8,6,16
2022,5,DC,14,7,7,14
2022,6,PBKS,14,7,7,14
2022,7,KKR,14,6,8,12
2022,8,SRH,14,6,8,12
2022,9,CSK,14,4,10,8
2022,10,MI,14,4,10,8
