season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2020,1,MI,14,9,5,18
2020,2,DC,14,8,6,16
2020,3,SRH,14,7,7,14
2020,4,RCB,14,7,7,14
2020,5,KKR,14,7,7,14
2020,6,PKBS,14,6,8,12
2020,7,CSK,14,6,8,12
2020,8,RR,14,6,8,12
