season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2015,1,CSK,14,9,5,18
2015,2,MI,14,8,6,16
2015,3,RCB,14,7,5,16
2015,4,RR,14,7,5,16
2015,5,KKR,14,7,6,15
2015,6,SRH,14,7,7,14
2015,7,DC,14,5,8,11
2015,8,PBKS,14,3,11,6
