season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2023,1,GT,14,10,4,20
2023,2,CSK,14,8,5,17
2023,3,LSG,14,8,5,17
2023,4,MI,14,8,6,16
2023,5,RR,14,7,7,14
2023,6,RCB,14,7,7,14
2023,7,KKR,14,6,8,12
2023,8,PBKS,14,6,8,12
2023,9,DC,14,5,9,10
2023,10,SRH,14,4,10,8
