season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2013,1,CSK,16,11,5,22
2013,2,MI,16,11,5,22
2013,3,RR,16,10,6,20
2013,4,SRH,16,10,6,20
2013,5,RCB,16,9,7,18
2013,6,PBKS,16,8,8,16
2013,7,KKR,16,6,10,12
2013,8,PW,16,4,12,8
2013,9,DC,16,3,13,6
