season,match_name,fullName,overs,conceded,wickets,economyRate
2018,MI v CSK,Deepak Chahar,3,14,1,4.66
2018,MI v CSK,Shane Watson,4,29,2,7.25
2018,MI v CSK,Harbhajan Singh,2,14,0,7
2018,MI v CSK,Ravindra Jadeja,1,9,0,9
2018,MI v CSK,Mark Wood,4,49,0,12.25
2018,MI v CSK,Imran Tahir,2,23,1,11.5
2018,MI v CSK,Dwayne Bravo,4,25,0,6.25
2018,MI v CSK,Mitchell McClenaghan,4,44,1,11
2018,MI v CSK,Mustafizur Rahman,3.5,39,1,10.17
2018,MI v CSK,Jasprit Bumrah,4,37,1,9.25
2018,MI v CSK,Hardik Pandya,4,24,3,6
2018,MI v CSK,Mayank Markande,4,23,3,5.75
2018,KXIP v DC,Ravichandran Ashwin,4,23,1,5.75
2018,KXIP v DC,Mohit Sharma,4,33,2,8.25
2018,KXIP v DC,Mujeeb Ur Rahman,4,28,2,7
2018,KXIP v DC,Axar Patel,3,35,1,11.66
2018,KXIP v DC,Andrew Tye,4,38,0,9.5
2018,KXIP v DC,Marcus Stoinis,1,7,0,7
2018,KXIP v DC,Trent Boult,3.5,34,1,8.86
2018,KXIP v DC,Mohammed Shami,2,26,0,13
2018,KXIP v DC,Amit Mishra,4,46,0,11.5
2018,KXIP v DC,Chris Morris,3,25,1,8.33
2018,KXIP v DC,Daniel Christian,2,12,1,6
2018,KXIP v DC,Rahul Tewatia,4,24,1,6
2018,KKR v RCB,Vinay Kumar,2,30,2,15
2018,KKR v RCB,Piyush Chawla,4,31,1,7.75
2018,KKR v RCB,Kuldeep Yadav,3,33,0,11
2018,KKR v RCB,Sunil Narine,4,30,1,7.5
2018,KKR v RCB,Mitchell Johnson,4,30,1,7.5
2018,KKR v RCB,Andre Russell,2,10,0,5
2018,KKR v RCB,Nitish Rana,1,11,2,11
2018,KKR v RCB,Yuzvendra Chahal,3,29,0,9.66
2018,KKR v RCB,Chris Woakes,4,36,3,9
2018,KKR v RCB,Washington Sundar,4,48,1,12
2018,KKR v RCB,Umesh Yadav,4,27,2,6.75
2018,KKR v RCB,Kulwant Khejroliya,3.5,34,0,8.86
2018,SRH v RR,Bhuvneshwar Kumar,4,30,1,7.5
2018,SRH v RR,Billy Stanlake,4,29,1,7.25
2018,SRH v RR,Shakib Al Hasan,4,23,2,5.75
2018,SRH v RR,Siddarth Kaul,4,17,2,4.25
2018,SRH v RR,Rashid Khan,4,23,1,5.75
2018,SRH v RR,Dhawal Kulkarni,2.5,18,0,6.35
2018,SRH v RR,Jaydev Unadkat,3,28,1,9.33
2018,SRH v RR,Krishnappa Gowtham,1,9,0,9
2018,SRH v RR,Ben Laughlin,2,20,0,10
2018,SRH v RR,Shreyas Gopal,3,18,0,6
2018,SRH v RR,Ben Stokes,2,21,0,10.5
2018,SRH v RR,D'Arcy Short,2,9,0,4.5
2018,CSK v KKR,Deepak Chahar,1,18,0,18
2018,CSK v KKR,Harbhajan Singh,2,11,1,5.5
2018,CSK v KKR,Shane Watson,4,39,2,9.75
2018,CSK v KKR,Ravindra Jadeja,2,19,1,9.5
2018,CSK v KKR,Imran Tahir,4,26,0,6.5
2018,CSK v KKR,Shardul Thakur,4,37,1,9.25
2018,CSK v KKR,Dwayne Bravo,3,50,0,16.66
2018,CSK v KKR,Vinay Kumar,1.5,35,0,19.09
2018,CSK v KKR,Piyush Chawla,4,49,1,12.25
2018,CSK v KKR,Andre Russell,4,35,0,8.75
2018,CSK v KKR,Tom Curran,3,39,2,13
2018,CSK v KKR,Sunil Narine,4,17,1,4.25
2018,CSK v KKR,Kuldeep Yadav,3,27,1,9
2018,RR v DC,Trent Boult,3,26,1,8.66
2018,RR v DC,Shahbaz Nadeem,4,34,2,8.5
2018,RR v DC,Chris Morris,3,34,0,11.33
2018,RR v DC,Mohammed Shami,3.5,29,1,7.56
2018,RR v DC,Rahul Tewatia,4,29,0,7.25
2018,RR v DC,Krishnappa Gowtham,1,10,0,10
2018,RR v DC,Dhawal Kulkarni,1,4,0,4
2018,RR v DC,Jaydev Unadkat,2,24,1,12
2018,RR v DC,Ben Laughlin,2,20,2,10
2018,SRH v MI,Sandeep Sharma,4,25,2,6.25
2018,SRH v MI,Billy Stanlake,4,42,2,10.5
2018,SRH v MI,Rashid Khan,4,13,1,3.25
2018,SRH v MI,Siddarth Kaul,4,29,2,7.25
2018,SRH v MI,Shakib Al Hasan,4,34,1,8.5
2018,SRH v MI,Pradeep Sangwan,2,19,0,9.5
2018,SRH v MI,Jasprit Bumrah,4,32,2,8
2018,SRH v MI,Ben Cutting,4,40,0,10
2018,SRH v MI,Krunal Pandya,2,10,0,5
2018,SRH v MI,Mayank Markande,4,23,4,5.75
2018,SRH v MI,Mustafizur Rahman,4,24,3,6
2018,RCB v KXIP,Chris Woakes,3.2,36,2,10.8
2018,RCB v KXIP,Umesh Yadav,4,23,3,5.75
2018,RCB v KXIP,Kulwant Khejroliya,4,33,2,8.25
2018,RCB v KXIP,Yuzvendra Chahal,4,38,1,9.5
2018,RCB v KXIP,Washington Sundar,4,22,2,5.5
2018,RCB v KXIP,Axar Patel,4,25,1,6.25
2018,RCB v KXIP,Ravichandran Ashwin,4,30,2,7.5
2018,RCB v KXIP,Mujeeb Ur Rahman,4,29,1,7.25
2018,RCB v KXIP,Andrew Tye,4,27,1,6.75
2018,RCB v KXIP,Mohit Sharma,3.3,45,0,12.85
2018,MI v DC,Trent Boult,4,39,2,9.75
2018,MI v DC,Shahbaz Nadeem,2,22,0,11
2018,MI v DC,Mohammed Shami,4,36,1,9
2018,MI v DC,Daniel Christian,3,35,2,11.66
2018,MI v DC,Rahul Tewatia,4,36,2,9
2018,MI v DC,Glenn Maxwell,3,21,0,7
2018,MI v DC,Hardik Pandya,2,32,0,16
2018,MI v DC,Akila Dananjaya,4,47,0,11.75
2018,MI v DC,Jasprit Bumrah,4,27,0,6.75
2018,MI v DC,Mustafizur Rahman,4,25,1,6.25
2018,MI v DC,Mayank Markande,3,42,0,14
2018,MI v DC,Krunal Pandya,3,21,2,7
2018,KKR v SRH,Bhuvneshwar Kumar,4,26,3,6.5
