season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2014,1,PBKS,14,11,3,22
2014,2,KKR,14,9,5,18
2014,3,CSK,14,9,5,18
2014,4,MI,14,7,7,14
2014,5,RR,14,7,7,14
2014,6,SRH,14,6,8,12
2014,7,RCB,14,5,9,10
2014,8,DC,14,2,12,4
