season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2009,1,DC,14,10,4,20
2009,2,CSK,14,8,5,17
2009,3,RCB,14,8,6,16
2009,4,DCH,14,7,7,14
2009,5,PBKS,14,7,7,14
2009,6,RR,14,6,7,13
2009,7,MI,14,5,8,11
2009,8,KKR,14,3,10,7
