season,match_name,fullName,overs,conceded,wickets,economyRate
2011,CSK v KKR,Iqbal Abdulla,4,26,1,6.5
2011,CSK v KKR,Yusuf Pathan,3,19,1,6.33
2011,CSK v KKR,Lakshmipathy Balaji,4,25,0,6.25
2011,CSK v KKR,Jacques Kallis,3,34,2,11.33
2011,CSK v KKR,Sarabjit Ladda,3,29,0,9.66
2011,CSK v KKR,Rajat Bhatia,3,19,0,6.33
2011,CSK v KKR,Albie Morkel,3,32,0,10.66
2011,CSK v KKR,Tim Southee,4,30,1,7.5
2011,CSK v KKR,Ravichandran Ashwin,4,26,1,6.5
2011,CSK v KKR,Suraj Randiv,4,33,1,8.25
2011,CSK v KKR,Shadab Jakati,4,26,1,6.5
2011,CSK v KKR,Suresh Raina,1,3,1,3
2011,DC v RR,Jacob Oram,2,13,0,6.5
2011,DC v RR,Amit Singh,4,35,3,8.75
2011,DC v RR,Johan Botha,4,31,0,7.75
2011,DC v RR,Siddharth Trivedi,4,15,3,3.75
2011,DC v RR,Shane Warne,4,21,2,5.25
2011,DC v RR,Ashok Menaria,1,8,0,8
2011,DC v RR,Stuart Binny,1,14,0,14
2011,DC v RR,Pragyan Ojha,3.5,44,0,11.47
2011,DC v RR,Dale Steyn,4,18,2,4.5
2011,DC v RR,Ishant Sharma,4,24,0,6
2011,DC v RR,Daniel Christian,3,25,0,8.33
2011,DC v RR,Amit Mishra,4,28,0,7
2011,Kochi v RCB,Zaheer Khan,4,28,1,7
2011,Kochi v RCB,Dirk Nannes,3,31,1,10.33
2011,Kochi v RCB,Daniel Vettori,4,17,1,4.25
2011,Kochi v RCB,Tillakaratne Dilshan,4,30,1,7.5
2011,Kochi v RCB,Abhimanyu Mithun,1,19,0,19
2011,Kochi v RCB,Virat Kohli,2,14,1,7
2011,Kochi v RCB,Asad Pathan,2,19,0,9.5
2011,Kochi v RCB,RP Singh,3,29,0,9.66
2011,Kochi v RCB,Sreesanth,3,28,1,9.33
2011,Kochi v RCB,Ravindra Jadeja,4,28,1,7
2011,Kochi v RCB,Vinay Kumar,3.4,26,1,7.09
2011,Kochi v RCB,Muttiah Muralitharan,4,27,0,6.75
2011,Kochi v RCB,Raiphi Gomez,1,20,1,20
2011,DC v MI,Harbhajan Singh,3,14,2,4.66
2011,DC v MI,Lasith Malinga,3.4,13,5,3.54
2011,DC v MI,Ali Murtaza,4,21,1,5.25
2011,DC v MI,Munaf Patel,3,20,0,6.66
2011,DC v MI,Kieron Pollard,3,18,0,6
2011,DC v MI,James Franklin,1,9,0,9
2011,DC v MI,Ashok Dinda,2,7,0,3.5
2011,DC v MI,Morne Morkel,4,29,1,7.25
2011,DC v MI,Irfan Pathan,2.5,14,0,4.94
2011,DC v MI,Umesh Yadav,2,16,0,8
2011,DC v MI,Roelof van der Merwe,4,16,0,4
2011,DC v MI,Aaron Finch,2,13,0,6.5
2011,PWI v KXIP,Alfonso Thomas,4,27,2,6.75
2011,PWI v KXIP,Shrikant Wagh,3,16,3,5.33
2011,PWI v KXIP,Wayne Parnell,4,20,1,5
2011,PWI v KXIP,Murali Kartik,1,10,0,10
2011,PWI v KXIP,Jesse Ryder,3,9,1,3
2011,PWI v KXIP,Mithun Manhas,3,14,0,4.66
2011,PWI v KXIP,Rahul Sharma,2,12,0,6
2011,PWI v KXIP,Praveen Kumar,3,28,1,9.33
2011,PWI v KXIP,Nathan Rimmington,3,19,0,6.33
2011,PWI v KXIP,Ryan McLaren,3,26,1,8.66
2011,PWI v KXIP,Piyush Chawla,1,12,0,12
2011,PWI v KXIP,Abhishek Nayar,3.1,27,1,8.52
2011,KKR v DC,Dale Steyn,4,33,1,8.25
2011,KKR v DC,Ishant Sharma,3,27,0,9
2011,KKR v DC,Daniel Christian,2,19,0,9.5
2011,KKR v DC,Amit Mishra,4,19,2,4.75
2011,KKR v DC,Pragyan Ojha,4,26,0,6.5
2011,KKR v DC,Dwaraka Ravi Teja,1,9,0,9
2011,KKR v DC,Jean-Paul Duminy,2,23,1,11.5
2011,KKR v DC,Iqbal Abdulla,4,24,3,6
2011,KKR v DC,Lakshmipathy Balaji,4,31,0,7.75
2011,KKR v DC,Yusuf Pathan,3,22,0,7.33
2011,KKR v DC,Jaydev Unadkat,4,36,2,9
2011,KKR v DC,Rajat Bhatia,4,29,2,7.25
2011,KKR v DC,Ryan ten Doeschate,1,7,0,7
2011,RR v DC,Shaun Tait,4,40,2,10
2011,RR v DC,Amit Singh,4,18,1,4.5
2011,RR v DC,Johan Botha,4,36,0,9
2011,RR v DC,Siddharth Trivedi,4,36,1,9
2011,RR v DC,Shane Warne,4,17,2,4.25
2011,RR v DC,Ashok Dinda,3.3,34,1,9.71
2011,RR v DC,Morne Morkel,4,11,1,2.75
2011,RR v DC,Irfan Pathan,3,32,1,10.66
2011,RR v DC,Roelof van der Merwe,4,41,1,10.25
2011,RR v DC,Shahbaz Nadeem,4,25,0,6.25
2011,RCB v MI,Lasith Malinga,4,32,2,8
2011,RCB v MI,Munaf Patel,3,10,0,3.33
2011,RCB v MI,Kieron Pollard,4,25,2,6.25
2011,RCB v MI,Ali Murtaza,4,26,0,6.5
2011,RCB v MI,Harbhajan Singh,4,27,0,6.75
2011,RCB v MI,James Franklin,1,9,0,9
2011,RCB v MI,Zaheer Khan,4,36,0,9
2011,RCB v MI,Daniel Vettori,4,18,0,4.5
2011,RCB v MI,Dirk Nannes,1,0,1,0
2011,RCB v MI,Abhimanyu Mithun,3,31,0,10.33
2011,RCB v MI,Virat Kohli,2,15,0,7.5
2011,RCB v MI,Tillakaratne Dilshan,1,12,0,12
2011,RCB v MI,Asad Pathan,3.3,30,0,8.57
2011,KXIP v CSK,Praveen Kumar,4,37,2,9.25
2011,KXIP v CSK,Ryan Harris,4,25,1,6.25
2011,KXIP v CSK,Ryan McLaren,4,31,0,7.75
2011,KXIP v CSK,Piyush Chawla,3,33,1,11
2011,KXIP v CSK,Abhishek Nayar,2,24,0,12
2011,KXIP v CSK,Bhargav Bhatt,3,35,0,11.66
2011,KXIP v CSK,Ravichandran Ashwin,4,37,0,9.25
2011,KXIP v CSK,Tim Southee,4,33,1,8.25
2011,KXIP v CSK,Albie Morkel,3,38,1,12.66
2011,KXIP v CSK,Suraj Randiv,4,32,1,8
2011,KXIP v CSK,Scott Styris,1,13,0,13
2011,KXIP v CSK,Shadab Jakati,2.1,28,0,12.92
2011,KXIP v CSK,Suresh Raina,1,12,0,12
2011,PWI v Kochi,Alfonso Thomas,3,31,1,10.33
2011,PWI v Kochi,Shrikant Wagh,2,10,0,5
2011,PWI v Kochi,Wayne Parnell,4,35,3,8.75
2011,PWI v Kochi,Murali Kartik,4,30,0,7.5
