season,match_name,fullName,overs,conceded,wickets,economyRate
2023,GT v CSK,Mohammed Shami,4,29,2,7.25
2023,GT v CSK,Hardik Pandya,3,28,0,9.33
2023,GT v CSK,Josh Little,4,41,1,10.25
2023,GT v CSK,Rashid Khan,4,26,2,6.5
2023,GT v CSK,Alzarri Joseph,4,33,2,8.25
2023,GT v CSK,Yash Dayal,1,14,0,14
2023,GT v CSK,Deepak Chahar,4,29,0,7.25
2023,GT v CSK,Tushar Deshpande,3.2,51,1,15.3
2023,GT v CSK,Rajvardhan Hangargekar,4,36,3,9
2023,GT v CSK,Mitchell Santner,4,32,0,8
2023,GT v CSK,Ravindra Jadeja,4,28,1,7
2023,PBKS v KKR,Umesh Yadav,4,27,1,6.75
2023,PBKS v KKR,Tim Southee,4,54,2,13.5
2023,PBKS v KKR,Sunil Narine,4,40,1,10
2023,PBKS v KKR,Varun Chakravarthy,4,26,1,6.5
2023,PBKS v KKR,Shardul Thakur,4,43,0,10.75
2023,PBKS v KKR,Sam Curran,3,38,1,12.66
2023,PBKS v KKR,Arshdeep Singh,3,19,3,6.33
2023,PBKS v KKR,Nathan Ellis,3,27,1,9
2023,PBKS v KKR,Sikandar Raza,3,25,1,8.33
2023,PBKS v KKR,Rishi Dhawan,1,15,0,15
2023,PBKS v KKR,Rahul Chahar,2,12,1,6
2023,PBKS v KKR,Harpreet Brar,1,7,0,7
2023,LSG v DC,Khaleel Ahmed,4,30,2,7.5
2023,LSG v DC,Mukesh Kumar,4,34,0,8.5
2023,LSG v DC,Chetan Sakariya,4,53,2,13.25
2023,LSG v DC,Axar Patel,4,38,1,9.5
2023,LSG v DC,Kuldeep Yadav,4,35,1,8.75
2023,LSG v DC,Kyle Mayers,1,7,0,7
2023,LSG v DC,Jaydev Unadkat,3,39,0,13
2023,LSG v DC,Krishnappa Gowtham,4,23,0,5.75
2023,LSG v DC,Avesh Khan,4,29,2,7.25
2023,LSG v DC,Mark Wood,4,14,5,3.5
2023,LSG v DC,Ravi Bishnoi,4,31,2,7.75
2023,SRH v RR,Bhuvneshwar Kumar,3,36,0,12
2023,SRH v RR,Fazalhaq Farooqi,4,41,2,10.25
2023,SRH v RR,Washington Sundar,3,32,0,10.66
2023,SRH v RR,T Natarajan,3,23,2,7.66
2023,SRH v RR,Adil Rashid,4,33,0,8.25
2023,SRH v RR,Umran Malik,3,32,1,10.66
2023,SRH v RR,Trent Boult,4,21,2,5.25
2023,SRH v RR,KM Asif,3,15,0,5
2023,SRH v RR,Jason Holder,3,16,1,5.33
2023,SRH v RR,Ravichandran Ashwin,4,27,1,6.75
2023,SRH v RR,Yuzvendra Chahal,4,17,4,4.25
2023,SRH v RR,Navdeep Saini,2,34,0,17
2023,RCB v MI,Mohammed Siraj,4,21,1,5.25
2023,RCB v MI,Reece Topley,2,14,1,7
2023,RCB v MI,Akash Deep,3,29,1,9.66
2023,RCB v MI,Harshal Patel,4,43,1,10.75
2023,RCB v MI,Karn Sharma,4,32,2,8
2023,RCB v MI,Michael Bracewell,2,16,1,8
2023,RCB v MI,Glenn Maxwell,1,16,0,16
2023,RCB v MI,Jason Behrendorff,3,37,0,12.33
2023,RCB v MI,Arshad Khan,2.2,28,1,12
2023,RCB v MI,Jofra Archer,4,33,0,8.25
2023,RCB v MI,Piyush Chawla,4,26,0,6.5
2023,RCB v MI,Cameron Green,2,30,1,15
2023,RCB v MI,Hrithik Shokeen,1,17,0,17
2023,CSK v LSG,Kyle Mayers,2,16,0,8
2023,CSK v LSG,Avesh Khan,3,39,1,13
2023,CSK v LSG,Krunal Pandya,2,21,0,10.5
2023,CSK v LSG,Krishnappa Gowtham,1,20,0,20
2023,CSK v LSG,Mark Wood,4,49,3,12.25
2023,CSK v LSG,Yash Thakur,4,36,0,9
2023,CSK v LSG,Ravi Bishnoi,4,28,3,7
2023,CSK v LSG,Deepak Chahar,4,55,0,13.75
2023,CSK v LSG,Ben Stokes,1,18,0,18
2023,CSK v LSG,Tushar Deshpande,4,45,2,11.25
2023,CSK v LSG,Moeen Ali,4,26,4,6.5
2023,CSK v LSG,Mitchell Santner,4,21,1,5.25
2023,CSK v LSG,Rajvardhan Hangargekar,2,24,0,12
2023,CSK v LSG,Ravindra Jadeja,1,14,0,14
2023,DC v GT,Mohammed Shami,4,41,3,10.25
2023,DC v GT,Josh Little,4,27,0,6.75
2023,DC v GT,Hardik Pandya,3,18,0,6
2023,DC v GT,Alzarri Joseph,4,29,2,7.25
2023,DC v GT,Yash Dayal,1,12,0,12
2023,DC v GT,Rashid Khan,4,31,3,7.75
2023,DC v GT,Khaleel Ahmed,4,38,1,9.5
2023,DC v GT,Mukesh Kumar,4,42,0,10.5
2023,DC v GT,Anrich Nortje,4,39,2,9.75
2023,DC v GT,Mitchell Marsh,3.1,24,1,7.57
2023,DC v GT,Kuldeep Yadav,3,18,0,6
2023,RR v PBKS,Trent Boult,4,38,0,9.5
2023,RR v PBKS,KM Asif,4,54,0,13.5
2023,RR v PBKS,Ravichandran Ashwin,4,25,1,6.25
2023,RR v PBKS,Jason Holder,4,29,2,7.25
2023,RR v PBKS,Yuzvendra Chahal,4,50,1,12.5
2023,RR v PBKS,Sam Curran,4,44,0,11
2023,RR v PBKS,Arshdeep Singh,4,47,2,11.75
2023,RR v PBKS,Harpreet Brar,2,15,0,7.5
2023,RR v PBKS,Nathan Ellis,4,30,4,7.5
2023,RR v PBKS,Rahul Chahar,4,31,0,7.75
2023,RR v PBKS,Sikandar Raza,2,24,0,12
2023,KKR v RCB,Mohammed Siraj,4,44,1,11
2023,KKR v RCB,David Willey,4,16,2,4
2023,KKR v RCB,Akash Deep,2,30,0,15
2023,KKR v RCB,Michael Bracewell,3,34,1,11.33
2023,KKR v RCB,Shahbaz Ahmed,1,6,0,6
2023,KKR v RCB,Karn Sharma,3,26,2,8.66
