season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2016,1,GL,14,9,5,18
2016,2,RCB,14,8,6,16
2016,3,SRH,14,8,6,16
2016,4,KKR,14,8,6,16
2016,5,MI,14,7,7,14
2016,6,DC,14,7,7,14
2016,7,RPS,14,5,9,10
2016,8,PBKS,14,4,10,8
