season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2018,1,SRH,14,9,5,18
2018,2,CSK,14,9,5,18
2018,3,KKR,14,8,6,16
2018,4,RR,14,7,7,14
2018,5,MI,14,6,8,12
2018,6,RCB,14,6,8,12
2018,7,PKBS,14,6,8,12
2018,8,DC,14,5,9,10
