season,match_name,fullName,overs,conceded,wickets,economyRate
2014,MI v KKR,Zaheer Khan,4,23,1,5.75
2014,MI v KKR,Lasith Malinga,4,23,4,5.75
2014,MI v KKR,Corey Anderson,3,33,0,11
2014,MI v KKR,Pragyan Ojha,4,36,0,9
2014,MI v KKR,Harbhajan Singh,3,25,0,8.33
2014,MI v KKR,Kieron Pollard,2,19,0,9.5
2014,MI v KKR,Vinay Kumar,2,15,0,7.5
2014,MI v KKR,Morne Morkel,4,16,1,4
2014,MI v KKR,Sunil Narine,4,20,4,5
2014,MI v KKR,Shakib Al Hasan,4,29,1,7.25
2014,MI v KKR,Jacques Kallis,3,23,0,7.66
2014,MI v KKR,Piyush Chawla,3,15,1,5
2014,DC v RCB,Mitchell Starc,4,33,1,8.25
2014,DC v RCB,Albie Morkel,3,18,1,6
2014,DC v RCB,Varun Aaron,3,9,1,3
2014,DC v RCB,Yuzvendra Chahal,4,18,1,4.5
2014,DC v RCB,Ashok Dinda,4,51,0,12.75
2014,DC v RCB,Yuvraj Singh,2,16,0,8
2014,DC v RCB,Jean-Paul Duminy,2,10,0,5
2014,DC v RCB,Mohammed Shami,4,30,1,7.5
2014,DC v RCB,Wayne Parnell,3,19,0,6.33
2014,DC v RCB,Shahbaz Nadeem,2.4,32,0,12
2014,DC v RCB,Rahul Sharma,3,33,1,11
2014,DC v RCB,James Neesham,2,22,0,11
2014,CSK v KXIP,Axar Patel,4,34,1,8.5
2014,CSK v KXIP,Parvinder Awana,3,35,1,11.66
2014,CSK v KXIP,Mitchell Johnson,4,47,0,11.75
2014,CSK v KXIP,Lakshmipathy Balaji,4,43,2,10.75
2014,CSK v KXIP,Rishi Dhawan,3,21,0,7
2014,CSK v KXIP,Glenn Maxwell,2,23,0,11.5
2014,CSK v KXIP,Ashish Nehra,3,24,1,8
2014,CSK v KXIP,Mohit Sharma,2.5,35,0,12.35
2014,CSK v KXIP,Ravichandran Ashwin,4,41,2,10.25
2014,CSK v KXIP,Pawan Negi,3,37,0,12.33
2014,CSK v KXIP,Ravindra Jadeja,4,43,0,10.75
2014,CSK v KXIP,Dwayne Smith,2,25,1,12.5
2014,SRH v RR,Dhawal Kulkarni,4,23,2,5.75
2014,SRH v RR,Kane Richardson,4,25,2,6.25
2014,SRH v RR,James Faulkner,3,27,0,9
2014,SRH v RR,Pravin Tambe,4,23,0,5.75
2014,SRH v RR,Rajat Bhatia,4,22,2,5.5
