season,match_name,fullName,runs,ballsFaced,strikeRate
2017,SRH v RCB,David Warner,14,8,175
2017,SRH v RCB,Shikhar Dhawan,40,31,129.03
2017,SRH v RCB,Moises Henriques,52,37,140.54
2017,SRH v RCB,Yuvraj Singh,62,27,229.62
2017,SRH v RCB,Deepak Hooda,16,12,133.33
2017,SRH v RCB,Ben Cutting,16,6,266.66
2017,SRH v RCB,Chris Gayle,32,21,152.38
2017,SRH v RCB,Mandeep Singh,24,16,150
2017,SRH v RCB,Travis Head,30,22,136.36
2017,SRH v RCB,Kedar Jadhav,31,16,193.75
2017,SRH v RCB,Shane Watson,22,17,129.41
2017,SRH v RCB,Sachin Baby,1,3,33.33
2017,SRH v RCB,Stuart Binny,11,10,110
2017,SRH v RCB,Sreenath Aravind,0,2,0
2017,SRH v RCB,Tymal Mills,6,3,200
2017,SRH v RCB,Yuzvendra Chahal,3,7,42.85
2017,SRH v RCB,Aniket Choudhary,6,2,300
2017,RPS v MI,Parthiv Patel,19,14,135.71
2017,RPS v MI,Jos Buttler,38,19,200
2017,RPS v MI,Rohit Sharma,3,7,42.85
2017,RPS v MI,Nitish Rana,34,28,121.42
2017,RPS v MI,Ambati Rayudu,10,12,83.33
2017,RPS v MI,Krunal Pandya,3,5,60
2017,RPS v MI,Kieron Pollard,27,17,158.82
2017,RPS v MI,Hardik Pandya,35,15,233.33
2017,RPS v MI,Tim Southee,7,3,233.33
2017,RPS v MI,Mitchell McClenaghan,0,0,0
2017,RPS v MI,Ajinkya Rahane,60,34,176.47
2017,RPS v MI,Mayank Agarwal,6,5,120
2017,RPS v MI,Steven Smith,84,54,155.55
2017,RPS v MI,Ben Stokes,21,14,150
2017,RPS v MI,MS Dhoni,12,12,100
2017,GL v KKR,Jason Roy,14,12,116.66
2017,GL v KKR,Brendon McCullum,35,24,145.83
2017,GL v KKR,Suresh Raina,68,51,133.33
2017,GL v KKR,Aaron Finch,15,8,187.5
2017,GL v KKR,Dinesh Karthik,47,25,188
2017,GL v KKR,Dwayne Smith,0,0,0
2017,GL v KKR,Gautam Gambhir,76,48,158.33
2017,GL v KKR,Chris Lynn,93,41,226.82
2017,KXIP v RPS,Ajinkya Rahane,19,15,126.66
2017,KXIP v RPS,Mayank Agarwal,0,4,0
2017,KXIP v RPS,Steven Smith,26,27,96.29
