season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2008,1,RR,14,11,3,22
2008,2,PBKS,14,10,4,20
2008,3,CSK,14,8,6,16
2008,4,DC,14,7,6,15
2008,5,MI,14,7,7,14
2008,6,KKR,14,6,7,13
2008,7,RCB,14,4,10,8
2008,8,DCH,14,2,12,4
