season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2021,1,DC,14,10,4,20
2021,2,CSK,14,9,5,18
2021,3,RCB,14,9,5,18
2021,4,KKR,14,7,7,14
2021,5,MI,14,7,7,14
2021,6,PBKS,14,6,8,12
2021,7,RR,14,5,9,10
2021,8,SRH,14,3,11,6
