season,match_name,fullName,overs,conceded,wickets,economyRate
2009,CSK v MI,Manpreet Gony,4,32,2,8
2009,CSK v MI,Thilan Thushara,4,32,1,8
2009,CSK v MI,Andrew Flintoff,4,44,1,11
2009,CSK v MI,Jacob Oram,4,30,1,7.5
2009,CSK v MI,Joginder Sharma,4,25,1,6.25
2009,CSK v MI,Lasith Malinga,4,15,3,3.75
2009,CSK v MI,Zaheer Khan,4,34,0,8.5
2009,CSK v MI,Dwayne Bravo,4,27,1,6.75
2009,CSK v MI,Rohan Raje,1,15,0,15
2009,CSK v MI,Harbhajan Singh,3,15,1,5
2009,CSK v MI,Sanath Jayasuriya,4,34,2,8.5
2009,RCB v RR,Dimitri Mascarenhas,4,20,3,5
2009,RCB v RR,Kamran Khan,3,21,0,7
2009,RCB v RR,Munaf Patel,3,25,2,8.33
2009,RCB v RR,Tyron Henderson,4,30,1,7.5
2009,RCB v RR,Shane Warne,4,18,2,4.5
2009,RCB v RR,Yusuf Pathan,2,17,0,8.5
2009,RCB v RR,Praveen Kumar,3,7,2,2.33
2009,RCB v RR,Dale Steyn,2,6,0,3
2009,RCB v RR,Vinay Kumar,3,25,0,8.33
2009,RCB v RR,Jesse Ryder,4,14,2,3.5
2009,RCB v RR,Anil Kumble,3.1,5,5,1.57
2009,DC v KXIP,Dirk Nannes,3,24,0,8
2009,DC v KXIP,Aavishkar Salvi,2,17,1,8.5
2009,DC v KXIP,Pradeep Sangwan,2,19,0,9.5
2009,DC v KXIP,Yo Mahesh,2,25,1,12.5
2009,DC v KXIP,Daniel Vettori,3,15,3,5
2009,DC v KXIP,Irfan Pathan,1,9,0,9
2009,DC v KXIP,Yusuf Abdulla,1,19,0,19
2009,DC v KXIP,Vikramjeet Malik,1,11,0,11
2009,DC v KXIP,Vikram Singh,1,5,0,5
2009,DC v KXIP,Piyush Chawla,0.5,12,0,14.4
2009,DC v KKR,Fidel Edwards,4,6,0,1.5
2009,DC v KKR,RP Singh,3.4,22,4,6
2009,DC v KKR,Harmeet Singh,4,23,1,5.75
2009,DC v KKR,Pragyan Ojha,4,14,2,3.5
2009,DC v KKR,Scott Styris,4,32,2,8
2009,DC v KKR,Ashok Dinda,3,24,1,8
2009,DC v KKR,Ishant Sharma,3,13,0,4.33
2009,DC v KKR,Murali Kartik,4,23,0,5.75
2009,DC v KKR,Sourav Ganguly,1,8,0,8
2009,DC v KKR,Ajit Agarkar,1,17,0,17
2009,DC v KKR,Chris Gayle,1,14,0,14
2009,DC v KKR,Moises Henriques,0.1,4,0,24
2009,RCB v CSK,Praveen Kumar,4,37,2,9.25
2009,RCB v CSK,Dale Steyn,4,35,1,8.75
2009,RCB v CSK,Jacques Kallis,2,28,0,14
2009,RCB v CSK,Vinay Kumar,1,12,0,12
2009,RCB v CSK,Virat Kohli,1,9,0,9
2009,RCB v CSK,Anil Kumble,4,26,0,6.5
2009,RCB v CSK,Kevin Pietersen,3,14,1,4.66
2009,RCB v CSK,Ross Taylor,1,13,0,13
2009,RCB v CSK,Manpreet Gony,3,24,1,8
2009,RCB v CSK,Lakshmipathy Balaji,2.2,18,2,7.71
2009,RCB v CSK,Albie Morkel,2,12,1,6
2009,RCB v CSK,Andrew Flintoff,3,11,1,3.66
2009,RCB v CSK,Muttiah Muralitharan,4,11,3,2.75
2009,RCB v CSK,Joginder Sharma,1,10,1,10
2009,KXIP v KKR,Ishant Sharma,4,24,1,6
2009,KXIP v KKR,Ashok Dinda,4,34,1,8.5
2009,KXIP v KKR,Moises Henriques,4,32,1,8
2009,KXIP v KKR,Sourav Ganguly,4,24,2,6
2009,KXIP v KKR,Laxmi Shukla,2,22,0,11
2009,KXIP v KKR,Chris Gayle,1,14,0,14
2009,KXIP v KKR,Murali Kartik,1,7,0,7
2009,KXIP v KKR,Irfan Pathan,3,27,0,9
2009,KXIP v KKR,Yusuf Abdulla,2,20,0,10
2009,KXIP v KKR,Vikramjeet Malik,2,23,1,11.5
2009,KXIP v KKR,Piyush Chawla,2,8,0,4
2009,KXIP v KKR,Ravi Bopara,0.2,1,0,3
2009,RCB v DC,Praveen Kumar,4,37,1,9.25
2009,RCB v DC,Dale Steyn,3,21,1,7
2009,RCB v DC,Jacques Kallis,2,19,0,9.5
2009,RCB v DC,Anil Kumble,4,39,0,9.75
2009,RCB v DC,Jesse Ryder,3,29,1,9.66
2009,RCB v DC,Kevin Pietersen,4,31,2,7.75
2009,RCB v DC,Fidel Edwards,4,39,1,9.75
2009,RCB v DC,RP Singh,4,17,2,4.25
2009,RCB v DC,Harmeet Singh,4,44,0,11
2009,RCB v DC,Pragyan Ojha,4,27,1,6.75
2009,RCB v DC,Scott Styris,4,32,3,8
2009,CSK v DC,Lakshmipathy Balaji,4,19,3,4.75
2009,CSK v DC,Manpreet Gony,4,45,1,11.25
2009,CSK v DC,Albie Morkel,4,41,1,10.25
2009,CSK v DC,Andrew Flintoff,4,50,0,12.5
2009,CSK v DC,Joginder Sharma,1,8,0,8
2009,CSK v DC,Muttiah Muralitharan,3,26,0,8.66
2009,CSK v DC,Dirk Nannes,4,32,0,8
2009,CSK v DC,Ashish Nehra,4,33,1,8.25
2009,CSK v DC,Aavishkar Salvi,3,41,0,13.66
2009,CSK v DC,Pradeep Sangwan,4,28,3,7
2009,CSK v DC,Daniel Vettori,4,29,2,7.25
2009,CSK v DC,Manoj Tiwary,1,11,0,11
2009,KKR v RR,Ishant Sharma,4,36,2,9
2009,KKR v RR,Anureet Singh,4,35,2,8.75
2009,KKR v RR,Ajit Agarkar,1,14,0,14
2009,KKR v RR,Ajantha Mendis,4,19,2,4.75
2009,KKR v RR,Sourav Ganguly,3,23,0,7.66
2009,KKR v RR,Chris Gayle,4,20,0,5
2009,KKR v RR,Yusuf Pathan,4,27,0,6.75
2009,KKR v RR,Dimitri Mascarenhas,4,29,1,7.25
2009,KKR v RR,Shane Warne,4,25,2,6.25
2009,KKR v RR,Kamran Khan,4,18,3,4.5
2009,KKR v RR,Munaf Patel,3,36,1,12
2009,KKR v RR,Ravindra Jadeja,1,7,0,7
2009,RCB v KXIP,Ranadeb Bose,2,24,0,12
2009,RCB v KXIP,Irfan Pathan,4,35,3,8.75
2009,RCB v KXIP,Yusuf Abdulla,4,31,4,7.75
2009,RCB v KXIP,Piyush Chawla,4,19,1,4.75
2009,RCB v KXIP,Yuvraj Singh,3,28,0,9.33
2009,RCB v KXIP,Ravi Bopara,1,4,0,4
2009,RCB v KXIP,Vikram Singh,2,22,1,11
2009,RCB v KXIP,Praveen Kumar,4,36,0,9
2009,RCB v KXIP,Pankaj Singh,2,20,0,10
2009,RCB v KXIP,Jacques Kallis,4,51,1,12.75
2009,RCB v KXIP,Vinay Kumar,1,4,0,4
2009,RCB v KXIP,Kevin Pietersen,2,16,0,8
2009,RCB v KXIP,Anil Kumble,4,19,1,4.75
2009,RCB v KXIP,Jesse Ryder,2,23,0,11.5
2009,DC v MI,Lasith Malinga,4,19,3,4.75
2009,DC v MI,Zaheer Khan,4,32,0,8
2009,DC v MI,Dwayne Bravo,4,34,3,8.5
2009,DC v MI,Harbhajan Singh,4,27,1,6.75
