season,rank,name,matchesplayed,matcheswon,matcheslost,matchpoints
2012,1,DC,16,11,5,22
2012,2,KKR,16,10,5,21
2012,3,MI,16,10,6,20
2012,4,CSK,16,8,7,17
2012,5,RCB,16,8,7,17
2012,6,PBKS,16,8,8,16
2012,7,RR,16,7,9,14
2012,8,DCH,16,4,11,9
2012,9,PW,16,4,12,8
